latitude,longitude,cemetery,historic_county,type,cremation_burials,inhumation_burials,date_range,citation,museum,link,full reference,the_geom,created_at,updated_at,cartodb_id
51.740896,0.68535619,Heybridge,Essex,Cremation Cemetery,0,0,5th to 6th c,Unpublished,Unknown Location,,,0101000020E61000003E28C51A70EEE53F5DDE1CAED5DE4940,2014-03-10 18:11:15.759443+00,2014-03-10 18:11:15.80464+00,117
52.108611,0.26195577,Hildersham,Cambridgeshire,Cremation Cemetery,3,0,5th to 6th c,Unpublished,Unknown Location,,,0101000020E6100000FD804922E2C3D03F317E1AF7E60D4A40,2014-03-10 18:11:15.759443+00,2014-03-10 18:11:15.80464+00,120
50.846366,-0.11360005,Hodshrove,Sussex,Cremation Cemetery,1,0,5th to 6th c,Unpublished,Unknown Location,,,0101000020E61000005BEF9293E414BDBF223999B8556C4940,2014-03-10 18:11:15.759443+00,2014-03-10 18:11:15.80464+00,121
51.929405,-0.6619471,Leighton Buzzard I,Bedfordshire,Cremation Cemetery,2,0,6th c,Unpublished,Unknown Location,,,0101000020E610000049D345AFAB2EE5BF94DE37BEF6F64940,2014-03-10 18:11:15.759443+00,2014-03-10 18:11:15.80464+00,140
52.190206,-0.9320826,Milton,Northamptonshire,Cremation Cemetery,2,0,5th c,Unpublished,Unknown Location,,,0101000020E6100000F67585E39ED3EDBF62C092AB58184A40,2014-03-10 18:11:15.759443+00,2014-03-10 18:11:15.80464+00,153
52.451197,-0.33274393,Moggerhanger,Huntingdonshire,Cremation Cemetery,0,0,5th to 6th c,Unpublished,Unknown Location,,,0101000020E61000008AB85232AD4BD5BFD386C3D2C0394A40,2014-03-10 18:11:15.759443+00,2014-03-10 18:11:15.80464+00,154
52.513699,0.93713343,Mount Pleasant,Norfolk,Cremation Cemetery,6,0,5th c,Unpublished,Unknown Location,,,0101000020E610000066D33A3FFFFCED3F747E8AE3C0414A40,2014-03-10 18:11:15.759443+00,2014-03-10 18:11:15.80464+00,156
52.873343,1.441471,Mundesley,Norfolk,Cremation Cemetery,9,0,Late 5th c,Unpublished,Unknown Location,,,0101000020E6100000601E32E54310F73F639813B4C96F4A40,2014-03-10 18:11:15.759443+00,2014-03-10 18:11:15.80464+00,158
52.953803,-1.078597,Netherfield,Nottinghamshire,Cremation Cemetery,6,0,5th to 6th c,Unpublished,Unknown Location,,,0101000020E6100000F70489EDEE41F1BFD1E97937167A4A40,2014-03-10 18:11:15.759443+00,2014-03-10 18:11:15.80464+00,162
52.440594,-0.70683464,Newton,Northamptonshire,Cremation Cemetery,7,0,Unknown,Unpublished,Unknown Location,,,0101000020E61000009D5BCFAD639EE6BF2B685A6265384A40,2014-03-10 18:11:15.759443+00,2014-03-10 18:11:15.80464+00,164
51.308869,0.18222542,Otford,Kent,Cremation Cemetery,1,0,6th c,Unpublished,Unknown Location,,,0101000020E6100000C12EB39D2953C73FC6DFF60489A74940,2014-03-10 18:11:15.759443+00,2014-03-10 18:11:15.80464+00,170
50.769476,-0.74919788,Pagham,Sussex,Cremation Cemetery,1,0,5th to 6th c,Unpublished,Unknown Location,,,0101000020E61000001BA41AD56DF9E7BF488787307E624940,2014-03-10 18:11:15.759443+00,2014-03-10 18:11:15.80464+00,171
51.601768,0.59337427,Rayleigh,Essex,Cremation Cemetery,143,0,6th c,Unpublished,Unknown Location,,,0101000020E610000010037E09ECFCE23FC1E3DBBB06CD4940,2014-03-10 18:11:15.759443+00,2014-03-10 18:11:15.80464+00,176
53.491068,-2.2396056,Red Bank,Lancashire,Cremation Cemetery,0,0,6th c,Unpublished,Unknown Location,,,0101000020E6100000F6813F57B6EA01C05A0EF450DBBE4A40,2014-03-10 18:11:15.759443+00,2014-03-10 18:11:15.80464+00,178
52.368132,1.0038597,Redgrave,Suffolk,Cremation Cemetery,3,0,5th to 6th c,Unpublished,Unknown Location,,,0101000020E6100000A25B5430CF0FF03F384E0AF31E2F4A40,2014-03-10 18:11:15.759443+00,2014-03-10 18:11:15.80464+00,179
53.810102,-2.5329994,Ribchester,Lancashire,Cremation Cemetery,2,0,5th to 6th c,Unpublished,Unknown Location,,,0101000020E61000000D4D7E30954304C04C361E6CB1E74A40,2014-03-10 18:11:15.759443+00,2014-03-10 18:11:15.80464+00,181
52.513699,0.93713343,Rocklands,Norfolk,Cremation Cemetery,6,0,5th to 6th c,Unpublished,Unknown Location,,,0101000020E610000066D33A3FFFFCED3F747E8AE3C0414A40,2014-03-10 18:11:15.759443+00,2014-03-10 18:11:15.80464+00,185
50.663372,-1.4495639,Shalcombe Down,Isle of Wight,Cremation Cemetery,1,0,5th to 6th c,Unpublished,Unknown Location,,,0101000020E61000003B657FEA6931F7BF838AAA5FE9544940,2014-03-10 18:11:15.759443+00,2014-03-10 18:11:15.80464+00,194
52.880732,0.49961951,Snettisham,Norfolk,Cremation Cemetery,1,0,5th c,Unpublished,Unknown Location,,,0101000020E6100000D72FF91BC4F9DF3F354580D3BB704A40,2014-03-10 18:11:15.759443+00,2014-03-10 18:11:15.80464+00,202
52.381355,-0.003310424,Somersham,Huntingdonshire,Cremation Cemetery,1,0,5th c,Unpublished,Unknown Location,,,0101000020E6100000D8EC9E3E761E6BBF42959A3DD0304A40,2014-03-10 18:11:15.759443+00,2014-03-10 18:11:15.80464+00,204
50.832718,-0.33994845,Sompting,Sussex,Cremation Cemetery,1,0,5th c,Unpublished,Unknown Location,,,0101000020E610000067DBC424B7C1D5BF3065E080966A4940,2014-03-10 18:11:15.759443+00,2014-03-10 18:11:15.80464+00,205
54.367906,-0.47771765,Staintondale,Yorkshire,Cremation Cemetery,0,0,5th to 6th c,Unpublished,Unknown Location,,,0101000020E6100000D434DE0CED92DEBF4700378B172F4B40,2014-03-10 18:11:15.759443+00,2014-03-10 18:11:15.80464+00,215
52.431713,1.4113456,Stow Park,Suffolk,Cremation Cemetery,3,0,Unknown,Unpublished,Unknown Location,,,0101000020E6100000EDA7B51FDF94F63F0821205F42374A40,2014-03-10 18:11:15.759443+00,2014-03-10 18:11:15.80464+00,221
51.925533,-0.49045422,Sundon,Bedfordshire,Cremation Cemetery,2,0,5th to 6th c,Unpublished,Unknown Location,,,0101000020E6100000BD73C5189A63DFBF342F87DD77F64940,2014-03-10 18:11:15.759443+00,2014-03-10 18:11:15.80464+00,224
52.04918,1.3266733,Waldringfield,Suffolk,Cremation Cemetery,1,0,5th c,Unpublished,Unknown Location,,,0101000020E6100000529F3FC80D3AF53F03CFBD874B064A40,2014-03-10 18:11:15.759443+00,2014-03-10 18:11:15.80464+00,239
52.63713,0.36450681,Wallington,Norfolk,Cremation Cemetery,1,0,Late 6th c,Unpublished,Unknown Location,,,0101000020E610000061A2075F1454D73F76A6D0798D514A40,2014-03-10 18:11:15.759443+00,2014-03-10 18:11:15.80464+00,241
53.592601,0.14099659,Yarm,Yorkshire,Cremation Cemetery,0,0,6th to Early 7th c,Unpublished,Unknown Location,,,0101000020E6100000F5E1721F2D0CC23FD8497D59DACB4A40,2014-03-10 18:11:15.759443+00,2014-03-10 18:11:15.80464+00,260
53.375273,-0.029279923,South Elkington,Lincolnshire,Cremation Cemetery,204,0,Late 5th toEarly 6th c,Webster and Myres 1952,Unknown Location,,,0101000020E6100000348BDB5E8EFB9DBF310917F208B04A40,2014-03-10 18:11:15.759443+00,2014-03-10 18:11:15.80464+00,207
52.669807,-1.0890175,Thurmaston,Leicestershire,Cremation Cemetery,97,0,5th to 6th c,Williams 1983,Unknown Location,,,0101000020E6100000CD58349D9D6CF1BFE1D05B3CBC554A40,2014-03-10 18:11:15.759443+00,2014-03-10 18:11:15.80464+00,232
52.447612,1.4214071,Earsham,Norfolk,Cremation Cemetery,9,0,Mid to Late 6th c,Woodward 1831; 1859,Unknown Location,,,0101000020E6100000D1D50C5F15BEF63F09A69A594B394A40,2014-03-10 18:11:15.759443+00,2014-03-10 18:11:15.80464+00,85
